Handle,Title,Variant Price,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
iphone-15-glass-repair,iPhone 15 Glass Repair,289.99,"<div style=""position: relative; padding-bottom: 56.25%; padding-top: 30px; height: 0; overflow: hidden;""><iframe style=""position: absolute; top: 0; left: 0; width: 100%; height: 100%; display: block; margin-left: auto; margin-right: auto;"" src=""https://www.youtube.com/embed/1vrnuazxPIo"" width=""853"" height=""480"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></div><p>&nbsp;</p><h2>iPhone 15 Glass Repair</h2><p>&nbsp;</p><p>It is recommended that you don�t try Glass Repair for yourself. It's more complicated now to fix devices, so you may end up causing more damage. With the shipping label provided, mail your iPhone 15 to iFixYouri's mail-in center for our skilled repair technicians to look over the device and diagnose any problems with it, so that it can be repaired professionally.</p> Those who have both cracked glass and a broken LCD should opt for our iPhone 15 Glass & LCD Repair. This service is for glass breakage only.<p>&nbsp;</p><p>We begin every repair service with a series of diagnostic tests to determine what the problem is. Our technicians use their extensive repair experience to swiftly diagnose the problem. It is important to note that most repairs are minor, however, if we notice more damage to your iPhone 15, we will contact you prior to carrying out further repairs.</p><h3>Shipping Your iPhone 15</h3><p>To estimate shipping, use the calculator below. We advise you to ship your device in a sturdy and secure box. If it sounds like it is rattling, add some additional padding. You should not include any cases, cables, or accessories. Standard shipping and $100 insurance are included; faster shipping and extra insurance can be purchased at checkout.</p><h3>one-year Warranty</h3><p>A one-year warranty covers all but accidental damage for the iPhone 15. We will be glad to help if you notice something off about your replacement part, function, or performance. We just ask that you reach out to us as soon as possible.</p><h3>Questions? Just Ask.</h3><p>Have any questions about Glass Repair from iFixYouri? Just ask them in the box below, and we'll get back to you asap. On the other hand, you can always reach us via our support phone number <a href=""tel:888-494-4349"">888-494-4349</a> or email <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a></p><p>NOTE: You will be receiving your replacement part or parts based on your exact model. The computer pictured above may not correspond to your exact model.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Glass Repair,iPhone 15 Glass Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-battery-replacement,iPhone 15 Battery Replacement,109.99,"<h2>iPhone 15 Battery Replacement</h2><p>&nbsp;</p><p>Even though the iPhone 15 has great quality, it is not indestructible. Since broken devices are of little use, you should bring your iPhone 15 to iFixYouri for expert Battery Replacement.</p><p>&nbsp;<p>The longevity of your device depends on the quality of its parts. When properly maintained, some devices last longer than others, while others can be damaged if dropped or submerged in liquid.</p> Old or bad batteries can really be frustrating. You might need Battery Replacement if your battery does not hold charge well or charges very slowly or barely at all.<p>&nbsp;</p><p>Every repair service begins with a series of diagnostic tests to determine what the issue is. Our technicians use their repair experience to quickly diagnose the problem. In most cases, repairs are minimal; however, if we see that your iPhone 15 has additional damage, we'll contact you before proceeding.</p><h3>Shipping Your iPhone 15</h3><p>Additional shipping protection and faster shipping options are available during checkout. That�s all up to you. You don't need to send us its charging cables, cases, or other accessories. We have plenty here already! The iPhone 15 should be packaged in a secure box and the label should be affixed.</p><h3>one-year Warranty</h3><p>Battery Replacement for the iPhone 15 includes a one-year warranty that covers all but accidental damage. If you notice something off about the fit, function, or performance of your replacement part or parts, let us know right away and we will be glad to help.</p><h3>Questions? Just Ask.</h3><p>Is there anything you need to know about Battery Replacement from iFixYouri? Feel free to ask us in the box below, and we'll get back to you. Alternatively, you can always reach us via our support phone number <a href=""tel:888-494-4349"">888-494-4349</a> or email <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a></p><p>NOTE: Your replacement part or parts will be tailored to your specific device. The computer pictured above may not match your exact model.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Battery Replacement,iPhone 15 Battery Replacement performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-charging-port-repair,iPhone 15 Charging Port Repair,199.99,"<h2>iPhone 15 Charging Port Repair</h2><p>&nbsp;</p><p>It is recommended that you don�t try Charging Port Repair for yourself. It's more complicated now to fix devices, so you may end up causing more damage. With the shipping label provided, mail your iPhone 15 to iFixYouri's mail-in center for our skilled repair technicians to look over the device and diagnose any problems with it, so that it can be repaired professionally.</p> Charging port repair may be what you need if your device is charging slowly or not at all. Sometimes the battery needs replacement. Whatever the case, the professional technicians at iFixYouri can help.<p>&nbsp;</p><p>iFixYouri is here to resolve the problem for your iPhone 15 with Charging Port Repair. In this service, we will assess the extent of the damage, repair your device, and return it to you. You will be informed if there are other problems with your device and you can choose whether to proceed with those repairs.</p><h3>Shipping Your iPhone 15</h3><p>To estimate shipping, use the calculator below. We advise you to ship your device in a sturdy and secure box. If it sounds like it is rattling, add some additional padding. You should not include any cases, cables, or accessories. Standard shipping and $100 insurance are included; faster shipping and extra insurance can be purchased at checkout.</p><h3>Warranty Details</h3><p>All replacement parts come with a one-year warranty that covers all but accidental damage.</p><h3>Questions? Just Ask.</h3><p>Is there anything you need to know about Charging Port Repair from iFixYouri? Feel free to ask us in the box below, and we'll get back to you. Alternatively, you can always reach us via our support phone number <a href=""tel:888-494-4349"">888-494-4349</a> or email <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a></p><p>NOTE: Your replacement part or parts will be tailored to your specific device. The computer pictured above may not match your exact model.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Charging Port Repair,iPhone 15 Charging Port Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-front-camera-repair,iPhone 15 Front Camera Repair,199.99,"<h2>iPhone 15 Front Camera Repair</h2><p>&nbsp;</p><p>iFixYouri understands how important your iPhone 15 is to you, and how unfortunate it is to find it broken. If you need Front Camera Repair from a team of reliable and professional technicians, look no further than iFixYouri.</p><p>&nbsp;</p><p>iFixYouri is here to help you with Front Camera Repair for your iPhone 15. This service includes a full inspection of your device and any other damaged components, repairs by our expert technicians, and secure shipping to you as soon as it is ready. We will let you know about any additional issues affecting your device and repair them only after you approve.</p><h3>Shipping Your iPhone 15</h3><p>To estimate shipping, use the calculator below. We advise you to ship your device in a sturdy and secure box. If it sounds like it is rattling, add some additional padding. You should not include any cases, cables, or accessories. Standard shipping and $100 insurance are included; faster shipping and extra insurance can be purchased at checkout.</p><h3>iPhone 15 Warranty</h3><p>A one-year that covers all but accidental damage comes with every repair.</p><h3>Questions? Just Ask.</h3><p>Is there anything you need to know about Front Camera Repair from iFixYouri? Feel free to ask us in the box below, and we'll get back to you. Alternatively, you can always reach us via our support phone number <a href=""tel:888-494-4349"">888-494-4349</a> or email <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a></p><p>NOTE: Your replacement part or parts will be tailored to your specific device. The computer pictured above may not match your exact model.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Front Camera Repair,iPhone 15 Front Camera Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-loud-speaker-repair,iPhone 15 Loud Speaker Repair,199.99,"<h2>iPhone 15 Loud Speaker Repair</h2><p>&nbsp;</p><p>At iFixYouri, we understand. Your iPhone 15 is really important to you. When it breaks, it can really mess up your day. If you are in need of Loud Speaker Repair, let the professional repair technicians at iFixYouri help you out.</p><p>&nbsp;</p><p>iFixYouri is here to solve your problem with Loud Speaker Repair for iPhone 15. With this service, we'll determine the extent of the damage, get your device repaired, and send it back to you. We'll let you know if there are any other issues affecting your device and give you the option of proceeding with those repairs.</p><h3>Shipping Your iPhone 15</h3><p>Additional shipping protection and faster shipping options are available during checkout. That�s all up to you. You don't need to send us its charging cables, cases, or other accessories. We have plenty here already! The iPhone 15 should be packaged in a secure box and the label should be affixed.</p><h3>Warranty Details</h3><p>All replacement parts come with a one-year warranty covering all damage except accidental damage.</p><h3>Questions?</h3><p>If you have specific questions about Loud Speaker Repair or any iPhone 15 service from iFixYouri, please ask them in the box below. Contact customer service with any questions at <a href=""tel:888-494-4349"">888-494-4349</a> or <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a>.</p><p>NOTE: Computer pictured above may not necessarily match your exact model. Your replacement part or parts will match your specific device.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Loud Speaker Repair,iPhone 15 Loud Speaker Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-microphone-repair,iPhone 15 Microphone Repair,199.99,"<h2>iPhone 15 Microphone Repair</h2><p>&nbsp;</p><p>We recommend not trying Microphone Repair yourself. Devices have become more and more sophisticated and you may cause more damage. Using the supplied shipping label, send your iPhone 15 to iFixYouri's mail-in center so our skilled repair technicians can inspect your device, pinpoint all/any issues affecting it, and get them repaired the professional way.</p><p>&nbsp;</p><p>iFixYouri is here to help you with Microphone Repair for your iPhone 15. This service includes a full inspection of your device and any other damaged components, repairs by our expert technicians, and secure shipping to you as soon as it is ready. We will let you know about any additional issues affecting your device and repair them only after you approve.</p><h3>Shipping Your iPhone 15</h3><p>To estimate your shipping costs, please use the shipping cost calculator below. Additional insurance protection and fast shipping options are available for purchase. When packaging your device, make sure you use a strong, secure box. Your cases, cables, and other accessories should not be shipped to us.</p><h3>one-year Warranty</h3><p>Microphone Repair for the iPhone 15 includes a one-year warranty that covers all but accidental damage. If you notice something off about the fit, function, or performance of your replacement part or parts, let us know right away and we will be glad to help.</p><h3>Questions? Just Ask.</h3><p>Have any questions about Microphone Repair from iFixYouri? Just ask them in the box below, and we'll get back to you asap. On the other hand, you can always reach us via our support phone number <a href=""tel:888-494-4349"">888-494-4349</a> or email <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a></p><p>NOTE: You will be receiving your replacement part or parts based on your exact model. The computer pictured above may not correspond to your exact model.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Microphone Repair,iPhone 15 Microphone Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-power-button-repair,iPhone 15 Power Button Repair,199.99,"<h2>iPhone 15 Power Button Repair</h2><p>&nbsp;</p><p>At iFixYouri, we understand. Your iPhone 15 is really important to you. When it breaks, it can really mess up your day. If you are in need of Power Button Repair, let the professional repair technicians at iFixYouri help you out.</p><p>&nbsp;</p><p>After checkout, you'll receive an email confirmation and shipping label. When your phone arrives at our repair center, we do diagnostic tests to determine if any other issues are at play. Outgoing testing ensures that your iPhone 15 is fully functional. With the repairs complete, we send you a tracking number and ship your iPhone 15 back to you!</p><h3>Shipping Your iPhone 15</h3><p>We email a printable shipping label for your use, plus we include $100 in insurance coverage. If you would like faster shipping or more insurance coverage, you may upgrade your order during checkout.</p><h3>Warranty: iPhone 15</h3><p>A one-year warranty that covers all but accidental damage is included. Contact customer service with any questions at <a href=""tel:888-494-4349"">888-494-4349</a> or <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a>.</p><h3>Questions? Just Ask.</h3><p>Is there anything you need to know about Power Button Repair from iFixYouri? Feel free to ask us in the box below, and we'll get back to you. Alternatively, you can always reach us via our support phone number <a href=""tel:888-494-4349"">888-494-4349</a> or email <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a></p><p>NOTE: Your replacement part or parts will be tailored to your specific device. The computer pictured above may not match your exact model.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Power Button Repair,iPhone 15 Power Button Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-rear-camera-repair,iPhone 15 Rear Camera Repair,169.99,"<h2>iPhone 15 Rear Camera Repair</h2><p>&nbsp;</p><p>At iFixYouri, we understand. Your iPhone 15 is really important to you. When it breaks, it can really mess up your day. If you are in need of Rear Camera Repair, let the professional repair technicians at iFixYouri help you out.</p><p>&nbsp;</p><p>iFixYouri is here to resolve the problem for your iPhone 15 with Rear Camera Repair. In this service, we will assess the extent of the damage, repair your device, and return it to you. You will be informed if there are other problems with your device and you can choose whether to proceed with those repairs.</p><h3>Shipping Your iPhone 15</h3><p>To estimate shipping, use the calculator below. We advise you to ship your device in a sturdy and secure box. If it sounds like it is rattling, add some additional padding. You should not include any cases, cables, or accessories. Standard shipping and $100 insurance are included; faster shipping and extra insurance can be purchased at checkout.</p><h3>iPhone 15 Warranty</h3><p>Every repair comes with a one-year covering all but accidental damage.</p><h3>Questions?</h3><p>In the box below, please post your questions about Rear Camera Repair or any iPhone 15 services from iFixYouri. Contact customer service at <a href=""tel:888-494-4349"">888-494-4349</a> or <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a>.</p><p>NOTE: This computer may not necessarily match the exact model you own. Your replacement part or parts will match your device.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Rear Camera Repair,iPhone 15 Rear Camera Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-volume-button-repair,iPhone 15 Volume Button Repair,199.99,"<h2>iPhone 15 Volume Button Repair</h2><p>&nbsp;</p><p>At iFixYouri, we understand. Your iPhone 15 is really important to you. When it breaks, it can really mess up your day. If you are in need of Volume Button Repair, let the professional repair technicians at iFixYouri help you out.</p><p>&nbsp;</p><p>Every repair service begins with a series of diagnostic tests to determine what the issue is. Our technicians use their repair experience to quickly diagnose the problem. In most cases, repairs are minimal; however, if we see that your iPhone 15 has additional damage, we'll contact you before proceeding.</p><h3>How to Ship Your iPhone 15</h3><p>We email you a printable shipping label, and include $100 of insurance protection. If you would like faster shipping or more insurance coverage, you have the option to upgrade during checkout. </p><h3>iFixYouri Warranty</h3><p>A one-year warranty is built into iPhone 15 Volume Button Repair, and it covers everything except accidental damage. We will be happy to assist you if you notice any problems with your device or replacement parts.</p><h3>Questions?</h3><p>If you have specific questions about Volume Button Repair or any iPhone 15 service from iFixYouri, please ask them in the box below. Contact customer service with any questions at <a href=""tel:888-494-4349"">888-494-4349</a> or <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a>.</p><p>NOTE: Computer pictured above may not necessarily match your exact model. Your replacement part or parts will match your specific device.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Volume Button Repair,iPhone 15 Volume Button Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-water-damage-repair,iPhone 15 Water Damage Repair,0,"<div style=""position: relative; padding-bottom: 56.25%; padding-top: 30px; height: 0; overflow: hidden;""><iframe style=""position: absolute; top: 0; left: 0; width: 100%; height: 100%; display: block; margin-left: auto; margin-right: auto;"" src=""https://www.youtube.com/embed/GfawakMoM9E?rel=0"" width=""853"" height=""480"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></div><p>&nbsp;</p><h2>iPhone 15 Water Damage Repair</h2><p>&nbsp;</p><p>The iPhone 15 has great build quality and design, but it isn't invincible. Since your device is of little use when broken, it's a good idea to bring it to iFixYouri for expert Water Damage Repair.</p><p>&nbsp;<p>Each device has its own lifespan - some devices use higher quality components than others and can last years if properly maintained. Drops, water or liquid, even a jolt can damage your device. </p><p>&nbsp;</p><p><strong>*NOTE: If you decline repairs for diagnostic or water damage treatment or your device is deemed non-repairable, you will be responsible for shipping and handling.</strong></p> Water Damage repair is what you need if you have splashed or submerged your iPhone 15 in water or any other liquid. iFixYouri has a high success rate restoring devices that have lost power or function after coming in contact with liquid.<p>&nbsp;</p><p>With Water Damage Repair for iPhone 15, iFixYouri is here to help. With this service, our repair technicians inspect the problem, as well as any other affected components, repair your device, and send it back to you asap. If there are any other issues affecting your device, we'll let you know and proceed with those repairs only after your approval.</p><h3>Shipping Your iPhone 15</h3><p>We email a printable shipping label for your use, plus we include $100 in insurance coverage. If you would like faster shipping or more insurance coverage, you may upgrade your order during checkout.</p><h3>Contact/Support</h3><p>Call iFixYouri @ <a href=""tel:888-494-4349"">888-494-4349</a> or <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a>. If you have any questions, you can write them down in the chatbot below.</p><p>NOTE: Computer pictured above may not necessarily match your exact model. Your replacement part or parts will match your specific device.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Water Damage Repair,iPhone 15 Water Damage Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-ear-speaker-repair,iPhone 15 Ear Speaker Repair,199.99,"<h2>iPhone 15 Ear Speaker Repair</h2><p>&nbsp;</p><p>iFixYouri understands how important your iPhone 15 is to you, and how unfortunate it is to find it broken. If you need Ear Speaker Repair from a team of reliable and professional technicians, look no further than iFixYouri.</p><p>&nbsp;</p><p>Every repair service begins with a series of diagnostic tests to determine what the issue is. Our technicians use their repair experience to quickly diagnose the problem. In most cases, repairs are minimal; however, if we see that your iPhone 15 has additional damage, we'll contact you before proceeding.</p><h3>Shipping Your iPhone 15</h3><p>To estimate your shipping costs, please use the shipping cost calculator below. Additional insurance protection and fast shipping options are available for purchase. When packaging your device, make sure you use a strong, secure box. Your cases, cables, and other accessories should not be shipped to us.</p><h3>iPhone 15 Warranty</h3><p>Every repair comes with a one-year covering all but accidental damage.</p><h3>Contact/Support</h3><p>Call iFixYouri @ <a href=""tel:888-494-4349"">888-494-4349</a> or <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a>. If you have any questions, you can write them down in the chatbot below.</p><p>NOTE: Computer pictured above may not necessarily match your exact model. Your replacement part or parts will match your specific device.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Ear Speaker Repair,iPhone 15 Ear Speaker Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
iphone-15-vibrate-switch-repair,iPhone 15 Vibrate Switch Repair,199.99,"<h2>iPhone 15 Vibrate Switch Repair</h2><p>&nbsp;</p><p>It is recommended that you don�t try Vibrate Switch Repair for yourself. It's more complicated now to fix devices, so you may end up causing more damage. With the shipping label provided, mail your iPhone 15 to iFixYouri's mail-in center for our skilled repair technicians to look over the device and diagnose any problems with it, so that it can be repaired professionally.</p><p>&nbsp;</p><p>After checkout, you'll receive an email confirmation and shipping label. When your phone arrives at our repair center, we do diagnostic tests to determine if any other issues are at play. Outgoing testing ensures that your iPhone 15 is fully functional. With the repairs complete, we send you a tracking number and ship your iPhone 15 back to you!</p><h3>Shipping Your iPhone 15</h3><p>Additional shipping protection and faster shipping options are available during checkout. That�s all up to you. You don't need to send us its charging cables, cases, or other accessories. We have plenty here already! The iPhone 15 should be packaged in a secure box and the label should be affixed.</p><h3>Warranty Details</h3><p>All replacement parts come with a one-year warranty covering all damage except accidental damage.</p><h3>Questions? Just Ask.</h3><p>Do you have any questions about Vibrate Switch Repair from iFixYouri? Just ask them in the box below, and we'll get back to you. Alternatively, you can always reach us via our support phone number <a href=""tel:888-494-4349"">888-494-4349</a> or email <a href=""mailto:support@ifixyouri.com"">support@ifixyouri.com</a></p><p>NOTE: Computer pictured above may not necessarily match your exact model. Your replacement part or parts will match your specific device.</p>",iFixYouri,,iPhone 15 Repair,TRUE,Title,Default Title,,,,,,0,,continue,manual,,TRUE,TRUE,,,,,,iPhone 15 Vibrate Switch Repair,iPhone 15 Vibrate Switch Repair performed by repair experts iFixYouri. Warranty included. Call today 888-494-4349.,,lb,,
